game_id,name,platform,platform_type,genre,sub_genres,release_date,release_year,developer,publisher,metacritic_score,user_rating,downloads_or_sales,popularity_score,playtime_avg,search_count,play_count,recent_trend,suggestions_count,age_rating,release_decade,log_sales,popularity_normalized,rating_category,sales_category,genre_action,genre_sports,genre_misc,genre_role-playing,genre_adventure,genre_shooter,genre_racing,genre_simulation,platform_ps2,platform_ds,platform_ps,platform_wii,platform_pc,platform_psp
vg_11,Mario Kart DS,DS,Console,Racing,Racing,,2005,Nintendo,Nintendo,83,4.694066061349641,23420000.0,0.644665415201973,26.0,16618,397546,Stable,645,E10+,2000,16.969100958832392,0.37076190074908083,Excellent,Very High,0,0,0,0,0,0,1,0,0,1,0,0,0,0
vg_12,Pokemon Gold/Pokemon Silver,GB,PC,Role-Playing,Role-Playing,,1999,Nintendo,Nintendo,91,4.119580592156471,23100000.0,0.46715570734527334,83.0,46856,116622,Rising,231,E10+,1990,16.955343218782065,-0.290642331644142,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_13,Wii Fit,WII,Console,Sports,Sports,,2007,Nintendo,Nintendo,80,4.4661357818395055,22720000.0,0.6766962659254648,8.0,38764,367807,Declining,366,T,2000,16.93875619583131,0.4901094028742919,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,1,0,0
vg_14,Wii Fit Plus,WII,Console,Sports,Sports,,2009,Nintendo,Nintendo,78,4.596944719817211,22000000.0,0.703075941229702,78.0,33608,448153,Declining,203,E,2000,16.906553056777135,0.588400527940345,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,1,0,0
vg_15,Kinect Adventures!,X360,Console,Misc,Misc,,2010,Microsoft Game Studios,Microsoft Game Studios,80,3.642523392301293,21820000.0,0.4983305631541636,30.0,22429,376221,Declining,759,M,2010,16.89833758419871,-0.17448428133123212,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_16,Grand Theft Auto V,PS3,Console,Action,Action,,2013,Take-Two Interactive,Take-Two Interactive,83,4.347243561300148,21400000.0,0.9917745117680364,85.0,6881,42122,Declining,916,E,2010,16.87890152672105,1.6640963799896056,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_17,Grand Theft Auto: San Andreas,PS2,Console,Action,Action,,2004,Take-Two Interactive,Take-Two Interactive,68,3.879952066533726,20810000.0,0.7704314379176025,11.0,35195,130451,Stable,803,E10+,2000,16.850944246423637,0.8393682700555475,Good,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_18,Super Mario World,SNES,PC,Platform,Platform,,1990,Nintendo,Nintendo,93,4.380284002499484,20610000.0,0.9108812043094323,81.0,3184,471676,Declining,867,M,1990,16.841287001386778,1.3626865215011945,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_19,Brain Age: Train Your Brain in Minutes a Day,DS,Console,Misc,Misc,,2005,Nintendo,Nintendo,86,3.661566723061183,20220000.0,0.27992677152201195,27.0,27099,220773,Stable,644,E,2000,16.822182821012582,-0.9882605750359521,Good,Very High,0,0,1,0,0,0,0,0,0,1,0,0,0,0
vg_20,Pokemon Diamond/Pokemon Pearl,DS,Console,Role-Playing,Role-Playing,,2006,Nintendo,Nintendo,78,3.5388187808881946,18360000.0,0.9599483689272903,15.0,48428,365241,Rising,447,M,2000,16.72568499762285,1.5455116229654207,Good,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_21,Super Mario Land,GB,PC,Platform,Platform,,1989,Nintendo,Nintendo,89,3.9644043467911607,18140000.0,0.9175257142812105,47.0,11598,200096,Stable,501,M,1980,16.713630057778055,1.38744408023179,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_22,Super Mario Bros. 3,NES,PC,Platform,Platform,,1988,Nintendo,Nintendo,60,3.8631686708305395,17280000.0,0.6442660106264013,47.0,38259,143813,Rising,536,E10+,1980,16.66506037921055,0.3692737124132995,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_24,Grand Theft Auto: Vice City,PS2,Console,Action,Action,,2002,Take-Two Interactive,Take-Two Interactive,79,4.304908118422167,16149999.999999998,0.8158159185790708,9.0,44208,383465,Rising,511,E,2000,16.59743066955244,1.0084716275952719,Excellent,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_25,Pokemon Ruby/Pokemon Sapphire,GBA,PC,Role-Playing,Role-Playing,,2002,Nintendo,Nintendo,65,3.732488539378586,15850000.0,0.9462340001383854,66.0,10033,98536,Rising,381,E,2000,16.578680121379044,1.4944116483718854,Good,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_26,Pokemon Black/Pokemon White,DS,Console,Role-Playing,Role-Playing,,2010,Nintendo,Nintendo,78,4.0738212140780865,15320000.0,0.3975306863883088,78.0,35760,112726,Declining,683,T,2010,16.54466978755087,-0.5500663603208088,Excellent,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_27,Brain Age 2: More Training in Minutes a Day,DS,Console,Puzzle,Puzzle,,2005,Nintendo,Nintendo,87,3.943925719342813,15300000.0,0.9259462447701282,34.0,35864,140334,Declining,298,E10+,2000,16.54336345172214,1.4188191220343622,Good,Very High,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_28,Gran Turismo 3: A-Spec,PS2,Console,Racing,Racing,,2001,Sony Computer Entertainment,Sony Computer Entertainment,77,4.5170226869176195,14980000.0,0.939683404308351,71.0,17939,345492,Rising,611,E10+,2000,16.52222660280902,1.470004015352852,Excellent,Very High,0,0,0,0,0,0,1,0,1,0,0,0,0,0
vg_29,Call of Duty: Modern Warfare 3,X360,Console,Shooter,Shooter,,2011,Activision,Activision,73,3.728951120049203,14760000.0,0.24486140974132026,77.0,49074,80973,Rising,556,E10+,2010,16.507431444887274,-1.1189147176864027,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_30,Pokémon Yellow: Special Pikachu Edition,GB,PC,Role-Playing,Role-Playing,,1998,Nintendo,Nintendo,72,4.055793194710408,14640000.0,0.3640186252529831,97.0,24740,53470,Rising,972,M,1990,16.499268134803447,-0.674932877982019,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_31,Call of Duty: Black Ops,X360,Console,Shooter,Shooter,,2010,Activision,Activision,82,4.616158986342855,14640000.0,0.31992586126636124,25.0,23989,398044,Declining,709,M,2010,16.499268134803447,-0.8392232769173271,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_32,Pokemon X/Pokemon Y,3DS,Console,Role-Playing,Role-Playing,,2013,Nintendo,Nintendo,80,3.689208568538918,14350000.0,0.5311081950578008,53.0,49892,333913,Stable,322,E10+,2010,16.47926056985631,-0.05235425965154975,Good,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_33,Call of Duty: Black Ops 3,PS4,Console,Shooter,Shooter,,2015,Activision,Activision,81,4.513461215342726,14240000.0,0.49733082946888263,23.0,49939,158097,Stable,616,T,2010,16.47156553417282,-0.17820930628166856,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_34,Call of Duty: Black Ops II,PS3,Console,Shooter,Shooter,,2012,Activision,Activision,75,3.6841773012623746,14030000.0,0.8239251607164638,54.0,16977,116151,Rising,982,E,2010,16.45670852335448,1.0386868036323091,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_36,Call of Duty: Modern Warfare 2,X360,Console,Shooter,Shooter,,2009,Activision,Activision,93,4.419066443372181,13510000.0,0.8711261034210568,24.0,48036,164308,Stable,883,M,2000,16.418940783955623,1.2145583300671914,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_38,Grand Theft Auto III,PS2,Console,Action,Action,,2001,Take-Two Interactive,Take-Two Interactive,90,3.582233753574742,13100000.0,0.8719582936854156,33.0,44648,195632,Stable,349,E10+,2000,16.388122864507256,1.217659085342208,Good,Very High,1,0,0,0,0,0,0,0,1,0,0,0,0,0
vg_39,Super Smash Bros. Brawl,WII,Console,Fighting,Fighting,,2008,Nintendo,Nintendo,89,4.249480878296485,13040000.0,0.22592902846594395,40.0,10329,48043,Declining,230,E,2000,16.383532191149893,-1.1894570967822256,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vg_41,Animal Crossing: Wild World,DS,Console,Simulation,Simulation,,2005,Nintendo,Nintendo,74,3.9085623356264407,12270000.0,0.6772910859129366,50.0,24079,399955,Rising,267,M,2000,16.322667898186683,0.4923257124044925,Good,Very High,0,0,0,0,0,0,0,1,0,1,0,0,0,0
vg_42,Mario Kart 7,3DS,Console,Racing,Racing,,2011,Nintendo,Nintendo,85,3.552155986911197,12210000.0,0.7547302989241005,59.0,26051,24296,Declining,135,E,2010,16.317765927986965,0.7808655554204699,Good,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_43,Halo 3,X360,Console,Shooter,Shooter,,2007,Microsoft Game Studios,Microsoft Game Studios,62,4.228861758866961,12140000.0,0.2969527811458896,9.0,38634,249921,Stable,910,E10+,2000,16.312016425967947,-0.9248213695864604,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_45,Pokemon HeartGold/Pokemon SoulSilver,DS,Console,Action,Action,,2009,Nintendo,Nintendo,65,4.529271039869041,11900000.0,0.5184592520538417,55.0,44958,254411,Declining,223,T,2000,16.29204904211537,-0.09948443939852443,Excellent,Very High,1,0,0,0,0,0,0,0,0,1,0,0,0,0
vg_46,Super Mario 64,N64,PC,Platform,Platform,,1996,Nintendo,Nintendo,76,3.5014339911972097,11890000.0,0.17615357007765636,25.0,24827,382106,Declining,404,E,1990,16.29120835277125,-1.374921313048658,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_47,Gran Turismo 4,PS2,Console,Racing,Racing,,2004,Sony Computer Entertainment,Sony Computer Entertainment,88,4.791133913247704,11660000.0,0.29222078783621075,91.0,26915,290539,Declining,336,M,2000,16.27167482464991,-0.9424528582552638,Excellent,Very High,0,0,0,0,0,0,1,0,1,0,0,0,0,0
vg_48,Super Mario Galaxy,WII,Console,Platform,Platform,,2007,Nintendo,Nintendo,74,3.945921349828977,11520000.0,0.3504601858247728,87.0,48388,207950,Declining,556,E,2000,16.25959530003757,-0.7254518570888115,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vg_49,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Console,Role-Playing,Role-Playing,,2014,Nintendo,Nintendo,86,4.058306403009763,11330000.0,0.8118551055985825,56.0,48924,74289,Stable,294,T,2010,16.242964721265437,0.9937135701310132,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_50,Super Mario Land 2: 6 Golden Coins,GB,PC,Adventure,Adventure,,1992,Nintendo,Nintendo,86,3.992674538257678,11180000.0,0.712480428579826,96.0,3682,417717,Declining,134,E,1990,16.22963711513666,0.6234418099748013,Good,Very High,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vg_51,Grand Theft Auto IV,X360,Console,Action,Action,,2008,Take-Two Interactive,Take-Two Interactive,70,4.17008494259126,11020000.0,0.6399410884074563,17.0,1293,119593,Rising,718,E,2000,16.21522245243314,0.3531589776479708,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_52,Gran Turismo,PS,Console,Racing,Racing,,1997,Sony Computer Entertainment,Sony Computer Entertainment,78,4.7543521906794854,10950000.0,0.6949609628190379,54.0,4810,308321,Rising,716,E,1990,16.20885010555098,0.5581639784501854,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,1,0,0,0
vg_53,Super Mario 3D Land,3DS,Console,Platform,Platform,,2011,Nintendo,Nintendo,85,3.7824099553039905,10790000.0,0.3520089855920574,92.0,6132,338094,Declining,658,T,2010,16.19413042991272,-0.7196810024489141,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_54,Gran Turismo 5,PS3,Console,Racing,Racing,,2010,Sony Computer Entertainment,Sony Computer Entertainment,63,4.349559705299477,10770000.0,0.9505902084723639,39.0,17957,440772,Stable,674,T,2010,16.192275141983078,1.5106429557413164,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_57,Super Mario All-Stars,SNES,PC,Platform,Platform,,1993,Nintendo,Nintendo,91,4.148928218649753,10550000.0,0.3930982967818438,21.0,33454,151823,Declining,532,E10+,1990,16.171636512673075,-0.5665815204251694,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_58,Pokemon FireRed/Pokemon LeafGreen,GBA,PC,Role-Playing,Role-Playing,,2004,Nintendo,Nintendo,86,4.788551869749063,10490000.0,0.5423020623648596,31.0,15956,464419,Rising,653,E,2000,16.16593307570136,-0.010645717042073845,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_60,Just Dance 3,WII,Console,Misc,Misc,,2011,Ubisoft,Ubisoft,70,4.417708106428998,10260000.0,0.6266186031247222,47.0,23470,494660,Declining,593,E,2010,16.14376349517278,0.30351916775593824,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_61,Call of Duty: Ghosts,X360,Console,Shooter,Shooter,,2013,Activision,Activision,67,4.114192068265366,10210000.0,0.4908400811952034,18.0,14190,494746,Stable,202,E10+,2010,16.138878288084037,-0.20239394627373097,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_62,Halo: Reach,X360,Console,Shooter,Shooter,,2010,Microsoft Game Studios,Microsoft Game Studios,78,4.339115989399322,9880000.0,0.20547857776010015,33.0,20785,149965,Rising,45,T,2010,16.10602317093862,-1.2656558287530617,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_63,Mario Kart 64,N64,PC,Racing,Racing,,1996,Nintendo,Nintendo,64,4.0597579695889925,9870000.0,0.3740153820813724,58.0,33963,296133,Stable,374,E10+,1990,16.105010512726782,-0.6376847896586457,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_64,New Super Mario Bros. 2,3DS,Console,Platform,Platform,,2012,Nintendo,Nintendo,68,3.9508885293165257,9820000.0,0.6520130252795806,95.0,10239,40582,Declining,920,E10+,2010,16.099931782163637,0.3981392225980243,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_65,Halo 4,X360,Console,Shooter,Shooter,,2012,Microsoft Game Studios,Microsoft Game Studios,78,3.9675876412087634,9760000.0,0.28118191393756226,25.0,16685,72908,Declining,921,E,2010,16.093803060848288,-0.9835838927523477,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_66,Final Fantasy VII,PS,Console,Role-Playing,Role-Playing,,1997,Sony Computer Entertainment,Sony Computer Entertainment,68,4.416445420425641,9720000.0,0.22267032977611662,40.0,44363,72171,Stable,492,T,1990,16.089696279317273,-1.2015990642924534,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,1,0,0,0
vg_68,Just Dance 2,WII,Console,Misc,Misc,,2010,Ubisoft,Ubisoft,80,3.7454493643726368,9520000.0,0.42552986503761303,57.0,17225,315113,Declining,805,E10+,2010,16.06890551180956,-0.4457409378648513,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_69,Gran Turismo 2,PS,Console,Racing,Racing,,1999,Sony Computer Entertainment,Sony Computer Entertainment,60,3.6338799782673177,9490000.0,0.2947929272124972,69.0,35536,372170,Rising,572,E10+,1990,16.065749275960183,-0.9328690225860929,Good,Very High,0,0,0,0,0,0,1,0,0,0,1,0,0,0
vg_70,Call of Duty 4: Modern Warfare,X360,Console,Shooter,Shooter,,2007,Activision,Activision,90,4.035763038352713,9320000.0,0.2750654469530963,88.0,10074,247377,Declining,145,T,2000,16.047673293957907,-1.0063739542068175,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_71,Donkey Kong Country,SNES,PC,Platform,Platform,,1994,Nintendo,Nintendo,67,3.828045833003881,9300000.0,0.7052979342840565,68.0,11252,449725,Rising,453,E10+,1990,16.04552506565036,0.5966797123761892,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_72,Minecraft,X360,Console,Misc,Misc,,2013,Microsoft Game Studios,Microsoft Game Studios,88,3.5806527135883783,9200000.0,0.8909549101508624,78.0,8830,380974,Rising,605,E10+,2010,16.034714150714915,1.2884408058638843,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vg_73,Animal Crossing: New Leaf,3DS,Console,Simulation,Simulation,,2012,Nintendo,Nintendo,69,4.632306374522276,9090000.0,0.557606194115747,75.0,14378,83667,Rising,875,M,2010,16.02268557616466,0.04637774176115915,Excellent,Very High,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vg_74,Mario Party DS,DS,Console,Misc,Misc,,2007,Nintendo,Nintendo,76,4.112509601092702,9020000.0,0.888869295055851,94.0,8838,238313,Rising,162,M,2000,16.014955002903545,1.2806697680562096,Excellent,Very High,0,0,1,0,0,0,0,0,0,1,0,0,0,0
vg_75,The Elder Scrolls V: Skyrim,X360,Console,Role-Playing,Role-Playing,,2011,Bethesda Softworks,Bethesda Softworks,93,4.67853683435079,8840000.0,0.37474184748887607,67.0,25030,479649,Declining,240,E,2010,15.994797547735992,-0.634977967023356,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vg_76,Super Mario Kart,SNES,PC,Racing,Racing,,1992,Nintendo,Nintendo,68,4.595438155302636,8760000.0,0.9019099771081764,75.0,30168,138413,Stable,204,E,1990,15.985706577067818,1.3292595742524167,Excellent,Very High,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vg_77,FIFA 16,PS4,Console,Sports,Sports,,2015,Electronic Arts,Electronic Arts,61,4.060225654887545,8490000.0,0.9792119423118789,46.0,40340,438701,Stable,905,E10+,2010,15.954399676073153,1.6172880295711367,Excellent,Very High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vg_78,Wii Party,WII,Console,Misc,Misc,,2010,Nintendo,Nintendo,81,3.7157472362211696,8490000.0,0.3950665593140894,53.0,26461,449193,Stable,944,E,2010,15.954399676073153,-0.5592477402899491,Good,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_79,Halo 2,XB,PC,Shooter,Shooter,,2004,Microsoft Game Studios,Microsoft Game Studios,84,3.5936419661318832,8490000.0,0.5664658369069245,9.0,36260,394719,Stable,401,M,2000,15.954399676073153,0.07938892357386015,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_80,Mario Party 8,WII,Console,Misc,Misc,,2007,Nintendo,Nintendo,67,4.666003689276166,8420000.0,0.2712480509631052,28.0,21347,104799,Stable,928,M,2000,15.946120504983348,-1.0205976374914483,Excellent,Very High,0,0,1,0,0,0,0,0,0,0,0,1,0,0
vg_81,Pokemon Black 2/Pokemon White 2,DS,Console,Role-Playing,Role-Playing,,2012,Nintendo,Nintendo,76,4.005386000487329,8330000.0,0.5116827957658416,56.0,45234,422716,Rising,313,M,2010,15.935374134191038,-0.12473363237860147,Excellent,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_82,FIFA Soccer 13,PS3,Console,Action,Action,,2012,Electronic Arts,Electronic Arts,89,4.748770322094873,8240000.0,0.9818081689972483,95.0,17280,363647,Declining,245,E10+,2010,15.92451102324487,1.6269616149693042,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_83,The Sims 3,PC,PC,Simulation,Simulation,,2009,Electronic Arts,Electronic Arts,64,4.595241862503082,8109999.999999999,0.4387058112855363,39.0,35285,460130,Rising,882,E,2000,15.90860854939615,-0.3966471349433952,Excellent,Very High,0,0,0,0,0,0,0,1,0,0,0,0,1,0
vg_84,GoldenEye 007,N64,PC,Shooter,Shooter,,1997,Nintendo,Nintendo,71,4.387669862241853,8090000.0,0.4366322416623243,49.0,3123,253573,Stable,389,M,1990,15.90613941264406,-0.40437329111543746,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_85,Mario & Sonic at the Olympic Games,WII,Console,Sports,Sports,,2007,Sega,Sega,70,3.569306583688058,8060000.000000001,0.8474066783692755,14.0,43631,18864,Stable,599,M,2000,15.902424238552282,1.1261793433142715,Good,Very High,0,1,0,0,0,0,0,0,0,0,0,1,0,0
vg_86,Final Fantasy X,PS2,Console,Role-Playing,Role-Playing,,2001,Sony Computer Entertainment,Sony Computer Entertainment,71,4.148494792700044,8050000.000000001,0.4256858028786692,66.0,1521,28517,Declining,277,E,2000,15.901182773618341,-0.4451599107801351,Excellent,Very High,0,0,0,1,0,0,0,0,1,0,0,0,0,0
vg_87,Final Fantasy VIII,PS,Console,Role-Playing,Role-Playing,,1999,SquareSoft,SquareSoft,87,4.5621148617306435,7860000.0,0.835574069979593,47.0,4232,361827,Declining,990,E,1990,15.877297291631844,1.0820908404166978,Excellent,Very High,0,0,0,1,0,0,0,0,0,0,1,0,0,0
vg_88,Pokémon Platinum Version,DS,Console,Role-Playing,Role-Playing,,2008,Nintendo,Nintendo,75,4.535580953793248,7840000.0,0.3250830834189915,33.0,35555,400144,Rising,138,T,2000,15.874749519877604,-0.8200073782471801,Excellent,Very High,0,0,0,1,0,0,0,0,0,1,0,0,0,0
vg_89,Pac-Man,2600,PC,Puzzle,Puzzle,,1982,Atari,Atari,60,4.306069685395955,7810000.0,0.8737375719839062,34.0,44241,213966,Rising,925,M,1980,15.870915649856833,1.2242887069636754,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_90,Grand Theft Auto: Liberty City Stories,PSP,Console,Action,Action,,2005,Take-Two Interactive,Take-Two Interactive,68,4.538740873080249,7720000.0,0.6600618242756782,91.0,9217,333533,Rising,649,E,2000,15.85932505153463,0.42812918644833287,Excellent,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,1
vg_91,Super Mario Galaxy 2,WII,Console,Platform,Platform,,2010,Nintendo,Nintendo,61,4.326554177941549,7690000.0,0.9617956757216936,56.0,49128,353332,Declining,872,E,2010,15.85543147152083,1.5523947199357195,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vg_92,Star Wars Battlefront (2015),PS4,Console,Shooter,Shooter,,2015,Electronic Arts,Electronic Arts,65,4.212467670251828,7670000.0,0.19735790810608606,89.0,49624,16378,Stable,719,E10+,2010,15.852827303721527,-1.2959135839140814,Excellent,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_93,Call of Duty: Advanced Warfare,PS4,Console,Shooter,Shooter,,2014,Activision,Activision,60,3.515698477874327,7600000.0,0.937478884428255,78.0,19875,303979,Declining,51,E,2010,15.843658936835498,1.4617899362655968,Good,Very High,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vg_94,The Legend of Zelda: Ocarina of Time,N64,PC,Action,Action,,1998,Nintendo,Nintendo,60,3.991994519374896,7600000.0,0.9044968591594575,51.0,8975,108674,Rising,895,T,1990,15.843658936835498,1.3388983413828355,Good,Very High,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_95,Crash Bandicoot 2: Cortex Strikes Back,PS,Console,Platform,Platform,,1997,Sony Computer Entertainment,Sony Computer Entertainment,68,4.005460823267972,7580000.0,0.3617995995934624,52.0,13032,151350,Stable,167,E,1990,15.841023889544667,-0.6832010058535435,Excellent,Very High,0,0,0,0,0,0,0,0,0,0,1,0,0,0
vg_96,Super Mario Bros. 2,NES,PC,Platform,Platform,,1988,Nintendo,Nintendo,76,3.987145873200798,7460000.0,0.5236845447975379,98.0,46234,22708,Declining,808,T,1980,15.825066106228192,-0.08001490853227874,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vg_97,Super Smash Bros. for Wii U and 3DS,3DS,Console,Fighting,Fighting,,2014,Nintendo,Nintendo,65,3.9536282217949448,7450000.0,0.36792970808860115,50.0,23565,331588,Stable,518,T,2010,15.82372472458392,-0.660360115895077,Good,Very High,0,0,0,0,0,0,0,0,0,0,0,0,0,0
